id,city_name,content,nick_name,score
381,成都,结局挺好的。虽然少了两个。挺满意了~,桃酱酱酱酱,5.0
382,新余,好像不是所期待的那么刺激,N_念。,3.0
383,北京,漫威 牛 逼 漫威 牛 逼,刘奥奥奥,5.0
384,濮阳,懵逼了😂😂😂,欲修扶苏,5.0
385,新余,期待无比，终局之战,简云霞,5.0
386,南通,不好看，首映还卖疯，看的想睡觉，没意思,UoY720178145,1.0
387,安吉,"看之前……
一堆外国英雄全牺牲我也不在乎
看之后……
都**的给我哭……",一别两宽各自欢喜,5.0
388,上海,10分吧，但是这个电影感觉毁了，本想能过百亿的，这个剧情全球难过妇联3二十多亿美元。难怪官方说不是4而是3下！！！哎。,SKC652465492,5.0
389,义乌,非常期待，值得一看,dRG15268600028,5.0
390,武义,太累眼睛 👁️刺眼 看了10分钟,佩琦 ！🌹💕🎊🎊,2.5
391,东阳,电影没什么好看的，全程感觉都在自责,UNW785145038,1.0
392,苏州,钢铁侠死了！,刘士豪999,5.0
393,重庆,"其实不知道有多少人，正默默的看着手机，翻看着评论，而这一秒，你也刚好看到我的评论。
陌生人，你好，祝你2019健康、快乐、发财。
我们看的不是剧情，是伴随我们多年的青春和情怀！",16323157rui,5.0
394,西安,挺好看的，我已经看了好几遍了,xuv745998493,5.0
395,常州,再牛逼也超越不了阿凡达，阿凡达，应该很难超越,莫莫西路矣,0.0
396,鄱阳,感动😭最后一部了,zDW431255331,5.0
397,上海,无感。记叙文，流水账,我的脾气超级好,2.0
398,南阳,都说看完电影电影院发女朋友。。。也不知道真假。好期待,南阳SM俱乐部,5.0
399,射阳,"凡人之躯 堪比神明 
致敬钢铁侠！",我就蹭蹭不进去丶,5.0
400,临海,完美！必须看，不剧透，老漫威迷绝对值得拥有，,LdO144267147,5.0
401,昆明,托尼斯塔克有一个温暖的心,eam115911891,5.0
402,北京,太帅了啊啊啊啊,Jarry674,5.0
403,大连,真心忍不住想爆粗口！129一张票！两天IMAX都没有位置！凌晨三点都是满的！一个个都不睡觉的吗？熬夜看不怕猝死啊……！求票……,Y.姝妤,3.0
404,广州,不要剧透呀！！！,bRM296591311,5.0
405,胶州,我感觉没有第三部好看咋办,ATY723585189,0.5
406,无锡,三个小时有点长,uuL765713750,5.0
407,成都,节奏太慢，睡着了！！！9分给钢铁侠和寡姐～1分致敬我的青春(˶‾᷄ ⁻̫ ‾᷅˵),Mr.Davis,5.0
408,长春,此生无悔入漫威，来世再做响指灰！,一叶知秋。,5.0
409,深圳,打卡 检测认证找我,REb601646576,5.0
410,高陵,还没有看的请点赞,往北走℡,5.0
411,成都,精彩至极！！,伟仔是老虎,5.0
412,郑州,感谢你，漫威十周年,崔成,5.0
413,青岛,没有奇异博士,PHo512377177,3.0
414,珠海,完美，真的很好,君莫笑,5.0
415,武汉,陪伴十几年的漫威第一阶段结束了，感觉自己也老了。很精彩，很难被超越，再见了，人生的十年…,陈欢489,5.0
416,深圳,mvp∶钢铁侠,LMi147892843,5.0
417,顺德,只能说是卖了一次情怀，不是很理想，整体对战的那一场真的high了，但是感觉不好。,郑贺超 欧洲原装进口瓷砖,3.0
418,海城,好看好看好看,嗯嗯嗯嗯,5.0
419,上海,很多人在 好好看,David,5.0
420,常州,不是读书人，全程woc+wok+nb，真的全程无尿点。别去猜剧情根本猜不到,XPI996218192,5.0
421,海口,有一点感伤！！！！！！,jQL719814229,4.5
422,南通,求剧透，求剧透,Uhk242119906,5.0
423,重庆,"故事，特效，情怀都有了
十年磨一剑
二刷准备",Jooooker,5.0
424,北京,国家不是强制调整价格了吗，你家怎么还这样,舞儿,0.0
425,呼和浩特,完美完美完美,萱霸霸呦i,5.0
426,长春,三个小时  全无看点，感觉像言情片，唉 首映看的**,Dle103698805,1.0
427,慈溪,垃圾电影，浪费钱，,IsB999002225,1.0
428,吉安,当黑豹现身时超感动,傲娇-小胡,4.5
429,遵义,永远爱漫威，复联超级英雄们，加油！！,沈小熹熹,5.0
430,清远,一个时代的落幕，不算很完美，但足够了。,原来我是个沙雕QAQ,5.0
431,深圳,nice 赞,稚丶,5.0
432,芜湖,电影很好看，可是这个天气，这么热，电影院又这么多人，连个冷气也不开，所有的人热的要死,Mandeko,0.0
433,武汉,不咋滴，一个多小时前垫太长了,rZZ263857466,0.5
434,杭州,星爵还敢参加4？😂,DtB534,5.0
435,长沙,小哥哥小姐姐们，请你们看了不要剧透喔,SHINE 哈哈,5.0
436,郑州,很一般 别抱太大希望 不如前三部,RKK262968873,3.0
437,上海,原来3的结尾  奇异博士愿意拿原石去换钢铁侠 当时不理解为什么  现在理解了  原来千万分之一的胜利都来自钢铁侠  致敬  [心碎][心碎],Miss~ 大娇娇  ,5.0
438,六安,很震撼比复联三更强大,sfl281245015,5.0
439,深圳,大家好我是奇异博士，再过几个小时我就要去打灭霸了，我现在慌的一批，决战之前想喝杯奶茶补充体能，请微信转我200块钱买奶茶。别问我为什么人家都要20我要200，因为钢铁侠他们也要喝。,Li,5.0
440,寿县,串联了大部分漫威电影，感觉缺憾就是惊奇队长简直无敌。,对方正在输入...,4.5
441,上海,唯一能吊打灭霸的只有绯红女巫！,林煜皓,5.0
442,汕头,感动到流泪....,喝酸奶的诺仔,5.0
443,泰州,抵用券为什么用不了,大晨晨晨晨,0.0
444,怒江,我爱死了哈哈哈哈,nhm756129345,5.0
445,广州,超烂，我还没拿票，就已经完成了订单，这是什么情况？,_weixin638171793,0.5
446,柳州,把第一次首映献给了一生中最爱的漫威。,wolverine,5.0
447,常州,贼好看英雄必胜,vkP789461938,5.0
448,日照,我们中方表示不服，悟空已做好准备！什么时候可以出战呢！,A,5.0
449,上海,"最温情复联，永远的C位，托尼最后那句 I am iron man, 瞬间泪目！",多舛的摩西,5.0
450,厦门,我好难受啊。。。。虽然真的很好看。但是我好难受啊。,精分爷爷,5.0
451,眉山,太难看了，看的首映，总时长将近三小时，铺垫就用了两个小时零五十五分钟，惊奇队长出现了两分钟，打斗一两分钟，结束，这**也太扯了吧？,大猪蹄子,0.5
452,东莞,明天等我！！！,余生请多指教ღ,5.0
453,台州,美国大片果然不一样啊，,向日葵单,5.0
454,桐乡,六颗陨石 三支队伍 一次机会 爱了,nice,4.5
455,乌鲁木齐,特别好看666,夏导88,5.0
456,濮阳,无语了，真是老太太的裹脚布，又臭又长啊！,半生归来不懂人生,0.5
457,哈密,复仇者 集结,大昕燃,5.0
458,平潭,狗血。。看得想睡觉。垃圾到极点,123,0.5
459,深圳,其实我们一直看的只是奇异博士所看的可能性里,qxt905964376,5.0
460,深圳,谢谢妮妮带给我们这么好的作品。,泰妍哟,5.0
461,绍兴,为什么老爷子头像是灰的，他没有离开我们,H,5.0
462,湛江,硬眼做梦？钢铁侠自述，神奇女侠救他们回地球？然后他们去找灭霸复仇，发现原石已毁，故雷神杀掉灭霸。5年后，蚁人突然出现，他们想穿越时空，但是钢铁侠不愿意，很偶然的，钢铁侠发现了能够时空穿越的办法，所以全部的英雄又重新出发，分组行动，去到他们所负责的地方，如他们所愿，收集齐了原石，所有人都复活。令人意想不到的是灭霸也重新复活，大家艰难抵抗，消灭灭霸，牺牲钢铁侠。美国队长变老，浩克瘸了一只手，雷神变肥佬，娜？死掉,梁华振2597,5.0
463,中山,妮妮和桃总。。,伟吉,5.0
464,三亚,我想知道，电影后头有彩蛋吗？,OZu12022519,0.0
465,深圳,价格那么贵 先给个差评先,观看者2019,0.5
466,黄冈,好看，拍的特别好，特效很好，好好好好好好啊我也要看什么时候去学校的时候就可以了吧，我们群的人了吧！。？，。。。你不是在哪里？你在干嘛呢我现在都没有看到你的嘛不是一个人去啊你怎么可以这么高速免费版吗丁啉就是就是个打不在一起玩吗我是新手，,怀源茶荟,5.0
467,南宁,大家好我是美国队长，现在开始我就要去打灭霸了，我现在慌的一批，决战之前想喝杯奶茶补充体能，请微信转我200块钱买奶茶。别问我为什么人家都要20我要200，因为钢铁侠他们也要喝。,kIb642777523,4.5
468,郑州,我后面妹子哭的一塌糊涂。,我心向阳_,4.5
469,中山,坐等某影片票房上热搜,李家谦138,5.0
470,肇庆,太棒了10分电影,KKl324014925,5.0
471,北京,着实好看呐，激动人心,顾志荣,5.0
472,临沂,说心里话，期待了好几天，首映不睡觉就来看了，简直太让人失望了，真的很难看，都不想接着往下看,大橙子的先生,0.5
473,成都,唯一扣的两分，给我爱的两个人,舞小夕o,4.0
474,长乐,备朋友圈刷屏了……终局裁决！而我是第一次看！呵呵……,Q缘来一家,5.0
475,威海,圆满了 11年啊,EnchantedHUE,5.0
476,吉安,超级难看，最差劲的大片，被骗了,罗成,0.5
477,武汉,很精彩，不愧对为收官之作，但是，漫威，***,Arkham915,5.0
478,宁波,"可以说把我几年来所有的奇思妙想全圆了。
Thank you,Marvel.",XrO362159776,5.0
479,上海,太好看了吧啊,W.彐.,5.0
480,焦作,可无聊，名不符实,哈王子,1.0
481,江门,广东江门逸豪大地店，看到蚁人准备和老鼠商议就卡死，还重新播了三次，还是卡死黑屏。首映的体验不是一般的**……差评,TFx166431150,0.5
482,景德镇,内容精彩，生动形象,い落寞,5.0
483,郑州,致敬我永远的钢铁侠,孔可盈是淑女,5.0
484,固始县,非常好非常好,yhE694014404,5.0
485,临潼,想看啊希望不要被剧透,_qq4td1442748453,5.0
486,北京,灭霸啊！妇联很生气😡后果很严重,许三爷,5.0
487,广州,精彩绝伦，非常好看,JOJO,5.0
488,合肥,我觉得还可以,晴天zpq,5.0
489,宁远县,前面一个小时不知道在看什么。精神不好的包你睡着后面两个小时看完在评论！没看这部电影的我劝你们前面两个小时完全可以睡觉！！！后面一个小时正在看，看完再告诉大家！好了我看完了三个小时估计就是十分钟的打斗场面！！其他时间完全可以睡觉！！谢谢大家！,岁月,0.5
490,丰城,太拖沓了，3个小时完全是拖出来的，我们4个才看了一个半小时就回家了，复仇者们出除了说话就说话，一定激情都没有，反正后面怎么样我不知道，前面是垃圾的一塌糊涂，好多人都是中途就走了,HsX761503607,2.0
491,西安,和复联三不是一个类型的吧，这是老一代英雄的落幕,Natural,5.0
492,威海,大家好我是钢铁侠，再过几个小时我就要去打灭霸了，我现慌的一批，决战之前想喝杯奶茶补充体能，请微信转我200块钱买奶茶。别问我为什么人家都要20我要200，因为美国队长他们也要喝。,三木简森迟丶,3.0
493,佛山,"太好看了！！！
",x,5.0
494,常州,挺不错的，，，,TUJ548906736,5.0
495,中牟,什么时候开始预售,布丁不加醋,4.0
496,靖江,十年青春，完美谢幕，我的铁人！！！！,BGe559843419,5.0
497,武汉,个人感觉就这样吧,王磊1190,4.0
498,合肥,终局之战终于到来了。漫威陪伴我的成长已经8年了，到现在看得也是情怀了（当然，所有的一切都非常好）！感谢AVENGERS，他们都已离去，但很高兴，可以看到他们体面悲壮的最后一役！good goodbye，cap！一日漫威，终生漫威！,加拉哈德阁下,5.0
499,邢台,致敬钢铁侠🙌 ,A🎥 YOUNG SAIL STUDIO,5.0
500,柳州,必将载入史册,江道,5.0
501,厦门,太好看了，感觉三小时都不够看,方少433,5.0
502,邵东,不行垃圾猥琐,hJN671985944,1.0
503,重庆,青春无悔，之前再好奇剧透分析，也搞不过编剧,sai891224,5.0
504,武汉,我们这259一张,GK5丶,5.0
505,芜湖,只有一句话送给各位：请各位看完的英雄们像史传奇那样，看过了1400万遍后，依然不剧透！,living.,5.0
506,濮阳,非常好，一死一老,木雨言856,5.0
507,无锡,我大概要哭一个礼拜,Vwg949270665,5.0
508,呼和浩特,满分超值……………,采蘑菇的筱汐,5.0
509,驻马店,差评 电影也就那回事（我不是复联迷 可能觉得难看） 主要是环境 我真是服 整个电影场 满员 不开冷风 大家都热不行 我旁边的小伙拿着东西扇风 我是真服 我就是想给差评 更想投诉 没一点职业操守,Super娣～,0.0
510,宜良县,一辈子别来这里看电影真的  服务态度差不说  效果真的差,The whole people are not good,0.5
511,杭州,辣鸡 居然这么多人要看 ，除了卡梅隆这样的人导的还算大片 ，最近几年所谓的欧美大片特别是3D虚拟场景的多数没什么意思老套剧情就是来收割票钱的，还不如百鸟朝凤 驴得水 摔跤吧爸爸这种实地场景带点有意义剧情的片子看看对得起自己花的钱和时间！,要不要夹子,0.5
512,成都,没说的！绝对值得！,sen0226,5.0
513,长沙,初代 再见了,Totoro,5.0
514,佛山,"剧情比复3还要差，哎！剧情：集结所有角色穿越时空回到过去再跟灭霸再战一场，然后就赢了。
如果拍复5是不是再穿越一次，再原封不动的再战一次。",Rdsp、宇,0.5
515,黔南,看是好看，就是买多了一张，不能退,Crazy9915,5.0
516,上海,比预计中 稍微查了一丢丢,Cti335359661,4.5
517,太原,黑屏三次 差评没商量！,Smk883034923,0.5
518,江门,完美！！！！,北林,5.0
519,拉萨,不错，挺好看的，可惜美队和钢铁侠！,一心相伴0510,5.0
520,商丘,结束了，一切都结束了！再见！复仇者联盟,sokoem松松,5.0
521,佛山,先来10分。,梨涡浅笑,5.0
522,北京,还有一个小时，灭霸还能活多久,xiu～pia,5.0
523,西安,洛基复活了，美队死了，钢铁侠死了,喝啊利路亚,5.0
524,深圳,十年之战，无憾！,Qxi389694026,5.0
525,靖江,不惜一切代价！,mdb649385964,5.0
526,大同,看完再评，哈哈,小可爱们,5.0
527,保定,保定金熊首映居然停电了,Leafage_HH,0.5
528,广州,震撼，画面太美,Ayk14966464,4.5
529,银川,原本计划去看首映，无奈有事耽搁～只能明日再去。即使如此也要十星。,以诚相待--Yu先生.,5.0
530,长沙,我一点都不好看,A,0.5
531,赣州,完美的结局。,木梓66,5.0
532,上海,我爱你，3000遍💗,kubo酱,4.0
533,福州,肥肠ok！！,Assaultt,5.0
534,中山,不好看、很一般,Zzz,0.5
535,东莞,非常好看!-!!,wgl761280,5.0
536,合肥,带好纸巾，哭的时候声音小点,zxr767093610,5.0
537,泉州,什么垃圾电影，难怪会先在中国先上映，美国老***的不是人，就知道来骗中国人的钱，,把萝卜交出来,0.5
538,三亚,太啰嗦不好看,lyf13379986626,3.5
539,广州,整体效果还不错与上一部衔接的比较好但结局有点潦草的感觉，七年了总算完了。,一米七的老王,3.5
540,重庆,金逸，首映没得什么声音，有什么好说的呢，调了10多分钟了,fkg482472078,0.5
541,深圳,我还没去看，评论坐个沙发！,fEX543686633,5.0
542,保定,是谁杀了我 而我又杀了谁？,木兮,5.0
543,十堰,不剧透，很完美的结局,OliverGH,5.0
544,天津,沉痛哀悼宇宙计划生育部部长灭霸同志逝世10分钟。。。,尼古拉斯布拉德史密斯,5.0
545,南昌,怎一哇字了得。,卖饼的猫,5.0
546,深圳,坐等结局中...,川上富江！～,5.0
547,深圳,不失望，也算是给这10年一个交代了。,ZauJane,5.0
548,广州,值回票价，大家为复联冲鸭！疯狂打call,Jocelynnn_27,5.0
549,石家庄,"尽管还没看.这毕竟是漫威11年经典之作.
漫威大法好
此生无悔入漫威！！！",Accompany.,5.0
550,郑州,我死！！！！！,龍文章。,5.0
551,呼和浩特,你给个差评！真的好无语,zIE67161211,2.0
552,南昌,三个小时的电影首映看不了很难受！,顾忌,5.0
553,邯郸,喜欢漫威已经十年了，从钢铁侠开始,cpc1001445388338,5.0
554,哈尔滨,原来3的结尾。奇异博士宁愿拿时间原石去换钢铁侠。我们都不理解为什么。可现在我们都明白了。原来千万分之一的胜率。出自钢铁侠。致敬吧。,,5.0
555,成都,🌝  比陈东会挖坑会填坑,A 合心小何,5.0
556,南京,好看好看！！,上元陌,5.0
557,红河,可以不错很好,SDn482723801,5.0
558,杭州,超好看的，喜欢,鹿屿.,5.0
559,上海,我是不会剧透的,kidbiz,0.0
560,定州,膀胱炸裂，我的膀胱啊，！！！！,vYy704008780,5.0
561,深圳,说不上来什么感觉，因为结尾似好非好,Eyn78161643,4.5
562,银川,太垃圾了，最垃圾的一部！,🤣梵🤣冈🤣,0.5
563,呼和浩特,完美的终结篇,Russ灬,5.0
564,芜湖,满分！初代复仇者完美谢幕！全程爆燃！毫无尿点！,langkevinsun,5.0
565,承德,还没看。诶真是激动,饿死鬼_。,5.0
566,凉山,期待已久，终于上映啦,A+MIX小杨哥-จุ๊บ 💕,5.0
567,福州,绝对值！太好看了,Juniel、,5.0
568,嘉兴,"Bye Tony, Bye Cap.",ZFlint,5.0
569,郑州,大胆预测下，灭霸不会死，只是被送到另一个时空😂😂,有材必有用,0.0
570,南京,太好看了啊，好虐，真的是完美 谢幕了,DylanLee,5.0
571,阜阳,好看  震撼,ibh393421299,5.0
572,成都,哇靠哇靠哇靠！,一二千三四五,5.0
573,广州,漫威你做會人吧,X,5.0
574,佛山,好看好看666,LJJ1.0完整版,4.5
575,重庆,非常完美的10年收官，温馨提示：没看的朋友中间有一段你会自然的鼓掌。,楊子先生的吃货号,5.0
576,荥阳,为什么晚点二十分钟。**。什么影院！！！！,哆啦没有梦想,3.5
577,青岛,刚开完。值得看一下。美国的超级英雄。全到齐了。好像没有超人。其他都到了。不错也算是圆满的结局吧。,牛哥,5.0
578,重庆,不错，就是不知道送葬的那个小男孩是谁,你是我爸也是我爷,5.0
579,哈尔滨,嘎嘎滴 已经看完了,Dear曹爸爸,5.0
580,贵阳,非常完美 还会多次复看,予你Hickey,5.0
581,万宁,很好看！很激动！很感动！太震撼了，画面感很强，特别是IMAX，剧情有点让人心碎，有很多惊喜，我不想剧透，大家看了就会看到惊喜了，每个部分都表现得很好，觉得复仇者联盟4真的是一部大电影，关于灭霸，其实我并不喜欢灭霸的部分，主要是这个角色毁灭性太高了，但是他的结局有点让人意外，当然本身演员演得很好啦！很多变数，让人感觉很多人的合约都到期了吗？是不是原著漫画剧情也是一样的呢？具体是哪些角色产生变数当做是我给大家一个悬念，很意外，有很多大家意想不到的剧情发展，3个小时很够看，然后关于大家对一些角色的复活也很让人意外，还有我最后想留给大家一个悬念，那就是幻视！还有就是到底有没有黑暗英雄的登场部分呢？,Monicaaaaa,5.0
582,三明,明晚就要去看了，先打个分应援一下，哈哈哈！,REY757385100,5.0
583,天津,超级垃圾絮叨电影,最怕深情过后是离开,0.5
584,广州,我的天！！！,wev196250029,5.0
585,郑州,总体还不错 值回票价,徐傲寒大帅,4.0
586,河源,"妇联4剧透
灭霸不是最终boss 是另一个人

随着灭霸被打倒 然后看到无限宝石合体了 复仇者们仿佛看到一个人影慢慢从光圈走出来 随着鸡你太美的bgm 这个大boss说出了令所有复仇者们都恐惧的台词:全民制作人们大家好，我是练习时长两年半的个人练习生蔡徐坤，喜欢唱 跳 rap 篮球",小二,5.0
587,东莞,很好看，钢铁侠美对的谢幕,vTE147224075,5.0
588,丹阳,所以，之前所谓的惊奇对长吊打灭霸的变成了钢铁侠？,top14,4.0
589,淮安,演员表上有星爵   毁灭者  格鲁特   说明可以复活?  尬舞天团归来  奈斯,好想好想  让我们荡起双桨.,5.0
590,廊坊,王宝强你在想什么？还有就是刘德华你干嘛呢？都别给我来这一套,风华韩洋,2.5
591,贵阳,"妇联4剧透
灭霸不是最终boss 是另一个人

随着灭霸被打倒 然后看到无限宝石合体了 复仇者们仿佛看到一个人影慢慢从光圈走出来 随着鸡你太美的bgm 这个大boss说出了令所有复仇者们都恐惧的台词:全民制作人们大家好，我是练习时长两年半的个人练习生蔡徐坤，喜欢唱 跳 rap 篮球场",_weixin379561938,5.0
592,东莞,全程剧情，太失望了,sYC138738765,0.5
593,广州,兄弟姐妹们，我睡不着，谁能告诉我开头好看吗？,咸蛋捞面,0.0
594,武汉,剧情太慢，看的人很困，内容没有上一部精彩，有点牵强，失败之作,美丽团购者,0.5
595,广州,最帅是雷神💋,XpV787885089,4.5
596,芜湖,灭霸明天要白给了,王润东,5.0
597,重庆,以后不用再花钱看复仇者啦，开心！节约,Crg371678057,5.0
598,昆明,好看~好看~好看~,果果,5.0
599,邢台,好期待，漫威电影一剧不落,白髮漁樵,5.0
600,丹阳,拍的完全不在状态，扎心了,Fjq12412684,2.0
601,虞城,一般，跟我想的不一样,tdB518612335,3.0
602,南昌,棒好看好看好看,Duj63723823,5.0
603,连云港,看了一半没法在看下去.也能播放,zUt889274937,0.5
604,海口,垃圾电影，就是时间长，一点都不好看。顶上去,A誓じò ぴé唁,0.5
605,广州,陪你看三个小时的电影你可别三分钟就完事了啊,潮人会健身-丽丽,5.0
606,重庆,好几把贵，你们疯了迈？,freeandshare,0.5
607,桂林,我还没看，但是我要评分,你别叫我烦、,5.0
608,长乐,很好看 已经看过了,王大锤,5.0
609,西安,情怀。五星！,fqt275278509,5.0
610,昆明,前面一直在介绍怎么挽回伙伴，激情打斗好像就20分钟吧，看到钢铁侠牺牲自己就走了！！,禁断之秋,4.0
611,济宁,为什么我们这一个三线小城市万达IMAX这么贵，起价255 首映340一张，是不是过了点？,Impressedlz,5.0
612,宜昌,前段节奏稍慢,hCW15122051994,4.5
613,吴江,看到最后 有人死了 很伤心啊 哎  最后最后。。。。。。剧情没的说 该交代的交代了 后面打斗场面多  希望漫威越走越好啊 蜘蛛侠也来了惊喜 惊奇大妈 最后变短发了还蛮帅的 😄,大喵喵子,5.0
614,杭州,难过，难忘！,liuhaoyi0213,5.0
615,重庆,完美！！！！！！！,TaZ385512628,5.0
616,咸阳,就....卡魔拉是个bug,郭师傅,5.0
617,广州,感谢陪伴这么多年..🙏,X暴力乔治,5.0
618,洛阳,泪目，钢铁侠，美队，黑寡妇，幻世。再见10年,灬小黄人灬,5.0
619,顺德,哈哈哈挺好看的,寂落,5.0
620,邵东,今天必看！！！！同志们。上👆,A^晶菊日化℡15675923777,5.0
621,佛山,辣鸡电影，**的要死,🐘,0.5
622,遵义,Good and Good,iVA221672531,5.0
623,北京,回来了，超燃！赞,鹿晗_7号少年_,4.5
624,太原,垃圾山西剧院。空调不开，服务员***一样，态度恶劣，反映中途故障，不给退票，让顾客自己跑别的厅趁着看，真是影响心情，投诉山西剧院，拒绝去山西剧院看电影,惜福仙仔007,0.5
625,丹阳,熬了俩小时，扛不住了，实在不怎么好看！,pearl👑,2.5
626,广州,吹响集结号大战灭霸大军的那一刻，我被感动了…,赖小胖嘟嘟,5.0
627,佛山,前面两小时可以跳过，最后半小时可以跳过。,Winton,4.0
628,佛山,灭霸要被洗白,蓝莓超人,5.0
629,西安,我是灭霸，还有20分钟我就死，我现在慌的一批,NCk672322295,5.0
630,舟山,zone233,zone,5.0
631,霸州,不要剧透👌👌👌,既往,5.0
632,宜宾,呜呜呜  真的,zYd918433908,5.0
633,广州,感谢漫威，感谢复仇者！很棒,SYe952961351,5.0
634,珠海,看哭了几次！不说了！不剧透！,jnN159462604,5.0
635,东莞,辣鸡影院还能死机,吃货先生，，,5.0
636,银川,你们什么时候看呀,红枫叶,5.0
637,潜江,太烂了啊，堪不忍睹,wTp897731679,0.5
638,顺德,差评，3排4号，凳子烂了,一拳超人,0.5
639,杭州,特效一般，剧情不行，低于预期,哥要吞天,2.0
640,德清,太好看了，是最好看的一部漫威，感情和特效完美结合，把许多故事都理清了，打斗环节特别燃。,减七,5.0
641,杭州,还好没去看，电影票省下了，下线网站下载看吧,GEM654,1.0
642,武汉,笑死我了！！,不会飞的姜戈,5.0
643,昆明,爱死复联，么么哒,wUD719687649,5.0
644,重庆,满分！！！！！！,吾乃T君,5.0
645,广州,"看这部电影前需要做的21部电影功课（按顺序排列）：
《钢铁侠1》→《无敌浩克》→《钢铁侠2》→《雷神1》→《美国队长1》→《复仇者联盟1》→《钢铁侠3》→《雷神2》→《美国队长2》→《银河护卫队1》→《复仇者联盟2》→《蚁人1》→《美国队长3》→《奇异博士》→《银河护卫队2》→《蜘蛛侠》→《雷神3》→《黑豹》→《复仇者联盟3》→《蚁人2》→《惊奇队长》",无名狸花,5.0
646,沈阳,结局感人  再见美队再见钢铁侠  你们给我们漫威粉丝带来的美好回忆！,🎄,5.0
647,张家口,等了那么久，但要为灭霸默哀三分钟,八歧大蛇,5.0
648,宁德,点进去选座位，然后全部是快手订了是什么情况？,、,2.5
649,南阳,超烂呀别看了,gm15713771597,0.5
650,沈阳,去年看复3的人已经不在了。,你的眉宇.,5.0
651,攀枝花,剧情一往既如的又臭又长,_qqhfd1395484282,4.0
652,秦皇岛,八号厅8排有要票的吗 临时有事去不了很心累了,布丁x土豆,5.0
653,郑州,看了和预想的差太多了，很一般,Kky525702798,4.0
654,娄底,漫威英雄人物的集结简直燃炸了！雷神的母亲说，多吃点素的！我想总没错！,lne249344009,5.0
655,成都,看的首场真的很不错，电影院基本上爆满,Jason荼蘼,5.0
656,高州,全程都很好看。这一集主要是说，要救回之前消失一半的人。现代人回到过去，找回原石，来改变一切。,悟,5.0
657,集美,没意思。不好看,海荣15960248880,0.5
658,东方,为什么我预售支付的时候说成功了 然后也有电影票了 后面一下子给我整懵逼了 什么都不说 等要上映了 就立马给我取消  然后退款给我,阿波,0.5
659,徐州,中山堂电影院真的烂,樱桃大丸子430,5.0
660,上海,复4上映了，估计票房又会创新高了，国产片票房要倒霉了，打不过外国的大片，舍还是复4，悬啊！,往事随风,4.5
661,湘潭,不看不行啊 我的天,丁毅鹏(ノ°ο°)ノ,5.0
662,沈阳,过了今晚就是灭霸的死期,rJS889495149,5.0
663,成都,电影中途紫屏黑屏 处理来的也慢 最可耻的是处理好不能从故障开始的时候放 电影有一部分根本没看到 简直无语 体验极差 态度** 无话可说 服了,Yancy啊,0.5
664,宜宾,无以言表 我哭死了,cUH279667205,5.0
665,高州,感觉电影套路像买菜一样一年几部,besos,5.0
666,深圳,明天凌晨美队就挂了,pAe948981416,0.0
667,菏泽,确实特别的好看😊,田TIAN,5.0
668,成都,***难看，一开始就啰嗦了一个小时了，看得我没耐心了,滿院落業🍂莫怪風®,0.5
669,昆明,失望透顶，烂片,A-泽,0.5
670,太原,多带纸巾😭漫威女孩受不了,秋名山车神,5.0
671,河源,电影院是这么的垃圾 电影好看 **？？？凳子烂的？？,seelookfor,5.0
672,苏州,好看吗好看吗，快剧透一下,U+,5.0
673,马鞍山,完美结局！非常好！,zxs201001010451,5.0
674,海宁,穿越 回忆杀 集结 决战 落幕 ，搞笑加泪点，铁人与寡姐gg，美队老了退休，雷神搞笑担当,UyE437102784,5.0
675,盐城,看了两个小时了，简直太垃圾。从头到尾对白直接回去睡觉太失望了。,PND932078579,0.0
676,广州,我谁和一样抢先看,王伍林🇻,4.5
677,无锡,没有牺牲哪里来的团圆 只是有人替我们负重前行,忍,5.0
678,西安,太好看了太好看了,wang0218,5.0
679,天津,明天去看，哦耶耶耶,you are the world,5.0
680,柳州,朋友圈刷屏都说很难看，哈哈，省钱啦……,ouyuan962464,0.0
681,泉州,准备通宵看！,panlong2000,5.0
682,重庆,不多说 真的,HowardWan,5.0
683,龙岩,感觉时长拉的太久了,哈哈,2.5
684,大丰,太震撼了！！！真正史诗级别！！！高潮部分激动到浑身颤抖！！！！！,black_star101,5.0
685,武汉,回顾情感片。,IPZ633354495,0.5
686,武汉,"Tony 每天爱你三千遍
2008-2019",哈尼不吃鱼,5.0
687,桂林,请问看电影需要带身份证吗？,aeD642015470,5.0
688,宝鸡,结局真的不太理想……,:-D     静,3.5
689,杭州,牛逼！牛逼！牛逼！,翕翕,5.0
690,隆昌市,超时超时超时。12点的场，12点8分了都还没开场,淡淡地疼,0.0
691,万宁,很不错鸭！看完就直接回基地！,芜湖大狗头,5.0
692,南宁,本来今天晚上去看的，昨晚没睡好得等明天了,时间5746,5.0
693,顺德,场面空洞，逻辑混乱，叙事杂乱无章，浪费时间和钱！,君子行健Kamal,0.5
