,name,category,note,author,url,downloads,votes,comments
242,捷径社区更新器,工具,当捷径有新版本时，弹出更新通知,Alen,https://www.icloud.com/shortcuts/c70da4834c514f5bb59ca8099185b725,1971,21,0
243,预计到家时间,社交,通知你心爱的人你还有多久到家,胡布斯,https://www.icloud.com/shortcuts/f56641982dfe40128565df5a31dd7ad5,1332,21,2
244,快一点的车来啦实时公交,生活,显示车站、经过路线和下一班车的时间,Alen,https://www.icloud.com/shortcuts/cbdb137967494876af2c706a38628aab,5423,20,8
245,视频变速器,工具,可以很自由的改变视频播放的速度，无论是「变慢」还是「加速」,小悟空,https://www.icloud.com/shortcuts/09d8d846ec68449eae82ae9ea9895386,1583,20,6
246,网易云音乐自动播放歌单音乐,音乐,随便二改我分享下我的成果。见没人发我发一下,🌚🌝,https://www.icloud.com/shortcuts/0fcdf8b1cb69463b93cf85c35d6b48e3,3052,20,23
247,捷径管理器,效率,将捷径分类管理，方便查找使用，同时内置了捷径市场可以直接安装新捷径,Kim,https://www.icloud.com/shortcuts/234801eb09204ab68fb48c17b3b5135f,5702,20,8
248,刺激战场修改画质帧率,娱乐,只为您提供最好的游戏体验，调整适合您的画质和帧率,仙中最靓仔,https://www.icloud.com/shortcuts/4c806718ec0840c59be33291d769d538,1425,20,14
249,极简翻译,效率,支持 Siri 的翻译捷径,乐魂,https://www.icloud.com/shortcuts/f5df77858f0f46aa858e0ddb08654f6d,814,20,15
250,每日一文,阅读,只为简单的纯净的阅读而生。简单生活，每日一文。,Marin9090,https://www.icloud.com/shortcuts/ef843a4f86394180934b5429b2229008,3740,20,18
251,单向历,生活,抖音上网红的日历App,Kim,https://www.icloud.com/shortcuts/ecc48cc9c3d7487485ca6f8e680c6d68,3416,20,0
252,QQ音乐MV下载,音乐,最高支持1080p下载，支持复制直链等等,清风不识字,https://www.icloud.com/shortcuts/3d19db260dd04ff591e42d43361e886e,3417,20,13
253,我的 Apple Music 年度音乐,音乐,生成你的 Apple Music 年度报告,鸡仔,https://www.icloud.com/shortcuts/6e06784b0e4e460b8ab09057d6000107,1782,20,5
254,微博图片批量下载,社交,从源代码中抓取高清大图链接批量下载,Ye Han,https://www.icloud.com/shortcuts/65f52bb8c1794893b6fff405421edee3,1564,20,4
255,捷径管理,效率,管理你手机上的其它捷径,二手业余伪专家,https://www.icloud.com/shortcuts/449452321c984f61ae68ae15648103fb,880,20,16
256,节假日安排,工具,明天是周一，早点睡，上班别迟到啦！（视频有声音的！）,Alen,https://www.icloud.com/shortcuts/163db95ac99d47a79320788eb5bcc182,736,20,2
257,定位（装逼利器）,生活,包括：位置信息、经纬度信息（度、分、秒）、海拔信息,氵罙,https://www.icloud.com/shortcuts/125c907eabfa4c59a4504cc1a4757100,4949,19,10
258,iPhone照片添加水印,工具,新增：自动识别手机型号,小悟空,https://www.icloud.com/shortcuts/faeb8cfe46e246449290df59058a28d5,2823,19,6
259,出生日期与性格,娱乐,"每个人的诞生,都是上天特别量身订制的,每个人的生日都是一种喜悦凭...出生日期测出内在性格和潜在力量",Marin9090,https://www.icloud.com/shortcuts/aae4c7eb5783429c8f10dc45a8c022f7,1643,19,5
260,TestFlight 内测应用合集,工具,国外网站 Weebly 收集 91 个 TestFlight 内测应用链接制作的捷径,纪连,https://www.icloud.com/shortcuts/253d918990d64609a1c45665f84b4955,3845,19,3
261,给电池充电,工具,"运用Kris技术，可以给你的设备充电
",TS te,https://www.icloud.com/shortcuts/c3ebec0c10ce416eb53330d837d141a0,4518,19,9
262,NBA 赛事中心,效率,NBA最强捷径。比赛战况、预告信息一目了然。能一键获取比赛免费直播地址，赛后数据统计和赛前前瞻！,chao_H_L,https://www.icloud.com/shortcuts/ea5c0d417bdd4f8d8228d29a8d9a8118,2223,19,9
263,iPhone 速度体检,工具,检测你的手机速度，还可以查看历史记录,186****7199,https://www.icloud.com/shortcuts/5269fab7b48245b595f0d7f62b1a79c3,3000,18,7
264,微信回复神器for13,工具,适配了13，具体看效果，感谢用户“洋”的指导！,枫叶1003,https://www.icloud.com/shortcuts/ec9222c030cf421ba75edca1a9107872,2259,18,19
265,骂人宝典|口吐莲花版,社交,,我叫大哥1,https://www.icloud.com/shortcuts/6796dbc686ba49efac9acaffb8aa790b,3105,18,3
266,花样微信昵称,工具,不一样的昵称，不一样的你。要个性，就用「花样微信昵称」,小悟空,https://www.icloud.com/shortcuts/e4dd9cdaab0e4a5ebb23dbfc313f88c9,1318,18,11
267,快应用,效率,模仿很多Android手机上面的快应用功能，提供很多无需安装即可使用的App小程序。,Kim,https://www.icloud.com/shortcuts/f5dedd664296438f94838495f987f61f,6582,18,2
268,IPA安装器（weafo版）,工具,没有购买shu的朋友可以使用这款IPA安装器（⚠️打开weafo分享时地址是不带端口号的才可以）,黑悟空,https://www.icloud.com/shortcuts/2c689373610a4bf8b87819da4941b7cb,4708,18,40
269,淘宝查券(精简版),工具,长按标题▸复制链接！ 快捷查券！超高抓券率！同时抓取第三方福利！感谢一路同行的你！识货的请赞一个！,Bucket,https://www.icloud.com/shortcuts/376c6762ab8240a0bf80a71a4131caa3,1939,18,1
270,Markdown 表格制作,工具,标准语法的 Markdown 制表工具，制作以后自动拷入剪贴板，直接拿去粘贴即可。,Ye Han,https://www.icloud.com/shortcuts/ec125f3454404dc8a95995bf61a07030,1025,18,1
271,保存 Twitter 视频,社交,将某条 tweet 中的视频保存到 iPhone 相册中。,小刺,https://www.icloud.com/shortcuts/2df3a226e8604a7b80e5097696c03db6,5899,18,6
272,Line 贴纸下载,工具,保存 Line 商店中的表情预览图💫,乙醚。,https://www.icloud.com/shortcuts/f75855785b4549f9aaf26f098e3dc6b6,520,18,7
273,装X神器,娱乐,包含了四种玩法，输入名字后可一键生成装X图片,小悟空,https://www.icloud.com/shortcuts/ce2bd993dd6047a79cb82e01c0189b3a,3843,18,5
274,手机端微信引用消息,社交,微信手机端不能像电脑端一样引用他人的消息，这个简单的捷径实现了这个功能，让你聊天的回复自带上下文。,纪连,https://www.icloud.com/shortcuts/06153ead2f024667a1ee9233f9aff34f,4006,18,9
275,Instagram Story 下载,工具,Instagram Story 下载,tesths,https://www.icloud.com/shortcuts/c99d0e93f627448c84e229f506edaf5b,3517,18,17
276,查看日程总结,生活,快速查看日历中记录的日程和总时长,Alen,https://www.icloud.com/shortcuts/e0ec7704c88b4000b0644e8d262aeb71,495,18,0
277,给头像加国旗🇨🇳,工具,朋友圈很火的加国旗水印。,空一格,https://www.icloud.com/shortcuts/e9fc59f157934c5db4d8be4472d97e74,4072,17,12
278,网易云音乐私人fm和歌单播放,音乐,私人fm自动播放和歌单自动打开,Perception.,https://www.icloud.com/shortcuts/56adfee0b1104cabb024f21cfdfd8e66,2911,17,12
279,Traveller,工具,一款工具🔧，说不清楚,😂,https://www.icloud.com/shortcuts/bc266815a2fb42d8b511b6864bea68ab,1776,17,2
280,Stargiver,社交,某宝某东某点评，五星好评全搞定,Antcuts 蚂蚁捷径,https://www.icloud.com/shortcuts/3331bc364e894b1c9214157885f72459,2188,17,6
281,抖音热搜-音乐榜🎵,效率,,刘亚芳,https://www.icloud.com/shortcuts/83de045668ac4ab98568e5849ff23577,2591,17,5
282,闪念提醒,效率,闪念提醒，你的智能提醒管家！,孤独二道贩子,https://www.icloud.com/shortcuts/cb2247d5a6b34394a9c15b11e668fa0c,729,17,17
283,热点头条,阅读,实时追踪热点事件，智能推荐优质内容，足不出户即可了解一切！【优化显示效果】,Marin9090,https://www.icloud.com/shortcuts/4533dc194f8946d4b9abfa67e1524e31,2863,17,22
284,每日限免内测,效率,快速获取每日限免，降价和内测的App,Kim,https://www.icloud.com/shortcuts/d15bacb6cb3d4178b74e6bb8aec9a36a,6994,17,2
285,分享当前wifi,工具,可将你的WIFI分享给好友，通过自带相机扫描即可加入wifi,小悟空,https://www.icloud.com/shortcuts/3a9dba81441a42b2b672426fbe46e2cd,5920,17,3
286,科技资讯,阅读,科技资讯 — 数码科技爱好者的聚集地！【优化显示效果】,Marin9090,https://www.icloud.com/shortcuts/5a74074d6fa745e18b29e9fe172ce283,1291,17,3
287,免费应用分发--修改版,工具,,꧁IT Man꧂,https://www.icloud.com/shortcuts/7dfced1e6b6743628a24f40828d524b9,705,17,27
288,Gif魔盒,工具,帮你轻松搞定关于Gif的一切操作,小悟空,https://www.icloud.com/shortcuts/78b1258fb97e4a33ada22e2979021560,4887,17,9
289,制作应用封面,工具,输入9个应用名称，即可制作应用封面，适用于推荐App,小悟空,https://www.icloud.com/shortcuts/a167a41a93584e23b9ceb391c8c23cfe,1446,17,9
290,表情包电子包浆,工具,来给你的表情包包个浆吧,不郑,https://www.icloud.com/shortcuts/2632cfd4c79847ab9b8199ef9cdd463b,419,17,11
291,疯狂猜电影,娱乐,这是一款通过看剧照猜电影的游戏，内置多张免答卡为你通关保驾护航,小悟空,https://www.icloud.com/shortcuts/fd36cff4c8d742d38be1cd633c68150c,1983,17,22
292,小白捷径教程✈️,效率,"本教程专供小白，欢迎大神点赞指导。
这个捷径中共有8个视频，是捷径app的零基础入门教程。",科技相对论,https://www.icloud.com/shortcuts/2cfbf417abaa4e41894d10c00a975d5f,2192,17,3
293,听歌识曲,音乐,快速打开网易云音乐听歌识曲,neal,https://www.icloud.com/shortcuts/0f229d1415a841ad87380f7a28efd482,2453,17,0
294,App Store 助手,工具,查看或下载应用图标、预览截图等。,ᴍʀ.ᴢʜᴀᴏ,https://www.icloud.com/shortcuts/da48a19de23e48ed989f2d9b6abc29a5,1402,17,6
295,卡贴机,娱乐,体验一下卡贴机的某一个痛处,SteSen,https://www.icloud.com/shortcuts/f3018a13c1f1436ba1d61dca7543cac1,349,16,18
296,快捷指令List 13版,工具,可为你的负一屏，至少再添加十个以上的快捷指令,小悟空,https://www.icloud.com/shortcuts/8877e3ffa4394b4fb73fbe7c216b7e1d,926,16,2
297,早安(good morning),生活,实现阳历、农历、星期、中国节气、城市天气、风力、空气质量、新闻等！可自定义文案！！！欢迎下载、提意见,帅哥不帅🐵,https://www.icloud.com/shortcuts/1a698872b5064088a68c43ba76e93518,3351,16,21
298,520💜捷径推荐@捷径社区,生活,捷径社区团队祝你520快乐啦！,jsm,https://www.icloud.com/shortcuts/f9254be238de4420988b0c76fcaa7ce6,3193,16,4
299,iPhoneX以下设备体验苹果X手...,工具,切换应用任何界面下，在屏幕最下方左右滑动可快速切换应用，而且不限于切换最近打开的两个App。,追逐梦想43版本,https://www.icloud.com/shortcuts/9fa0fa2e23fc44fb8864408f02e99aac,4559,16,13
300,早安,生活,Siri语音播报当日天气 ，增加PM2.5 空气质量以及污染等级提醒文案，可以自定义文案。欢迎下载。,svnyang.cn,https://www.icloud.com/shortcuts/b466a9642b2846edb1c6341de6d49815,2929,16,29
301,早上好，晚安,生活,博采众长的早上好捷径，历经多次修复和改进。支持全天候使用，根据实时情况播报内容，播报更聪明,踏雪寻仙,https://www.icloud.com/shortcuts/cb2d2aefda1846f88563d907f10b342a,3838,16,14
302,App Store工具,工具,搜索并查看App的信息,醒了七时,https://www.icloud.com/shortcuts/70392eac81fc40138356cd34f79624f6,1405,16,15
303,捷径编译器,工具,通过文本源代码生成捷径，也可将捷径反编译成源代码,Kim,https://www.icloud.com/shortcuts/8693b29ebb2e484dbb392fe2eee747a1,551,16,7
304,无限壁纸,娱乐,13个数据源，总能发现意外之喜,黑悟空,https://www.icloud.com/shortcuts/03bb9f626ad24b9eb09f6d11e10e9339,4957,16,2
305,Emoji壁纸生成,娱乐,输入一个Emoji表情，即可生成一张手机壁纸,小悟空,https://www.icloud.com/shortcuts/1da65c6b6c95494d9f57ab437e8e1844,1236,16,3
306,Urban Dictionary,工具,英语世界的流行语词典,Lake桑,https://www.icloud.com/shortcuts/0f8b6efb717349369625ace4478e02ba,536,16,13
307,高铁管家,生活,高铁出行，服务随心。可实时查询高速铁路列车信息。,Marin9090,https://www.icloud.com/shortcuts/6e254079843e43cd81e20c4e2fc24b68,883,16,1
308,⚠️iOS 13 用户通知,社交,iOS 13 用户请使用捷径社区网页版，App Store 版本因为审核问题还不支持安装捷径,61,https://www.icloud.com/shortcuts/0d7dbfb94809407c8df2559ba0f556e5,2847,15,15
309,微信消息引用回复,效率,“微信消息引用回复”玩法在iOS13中全新升级，回复更快，使用更方便,小悟空,https://www.icloud.com/shortcuts/4a76e4b3ae0240038cf25346b7553cb3,2723,15,36
310,「早安｜管理器」,工具,「iOS12专用」为「早安｜晚安」快捷指令提供功能管理,小悟空,https://www.icloud.com/shortcuts/d66a85caf31f4b2ab6de25973685f060,13645,15,9
311,QQ TestFlight内测,工具,QQ TestFlight内测（必须要安装了QQ才可用）【QQ国际版和TIM请自觉离开】,꧁IT Man꧂,https://www.icloud.com/shortcuts/e72f10ec1bda4d09b8f36174bbd28823,3479,15,23
312,微信聊天加密,社交,微信聊天加密，可用微信自带翻译解密,156****8929,https://www.icloud.com/shortcuts/a30383c387174e4da34bbc4fea474a52,1882,15,24
313,阻止一切打扰！,生活,想要静静？试试让你的手机号变为空号！🎉,氵罙,https://www.icloud.com/shortcuts/f8287ce7e30c4105927b2053b087eec4,942,15,11
314,（iOS 13）网页长截图,工具,网页快速长截图的新姿势 (html2canvas),i_82 | 吴征,https://www.icloud.com/shortcuts/da8da4cfc2aa435a8da4292ce82075c6,1697,15,12
315,什么垃圾Pro,生活,「垃圾分类」查询工具Pro版，显示更加直观,小悟空,https://www.icloud.com/shortcuts/c186c38293644194ab6eab4e3edcfb85,749,15,5
316,我的密码安全吗,生活,监测你的密码或邮箱有没有被泄漏,Kim,https://www.icloud.com/shortcuts/2f867f650e664533ab959d1419898d65,814,15,4
317,急救,工具,教你在紧急情况如何急救，时间就是生命。,寒冰SC,https://www.icloud.com/shortcuts/1cfd625a660a4e57be386296405dbd0a,950,15,1
318,siri带你回家,生活,不论你在哪里，siri带你回家。,大先生,https://www.icloud.com/shortcuts/60fe393fd4af4788a692da0258bf557a,2550,15,10
319,听筒清洁,工具,通过播放一段低频声波振掉听筒里的灰尘,Kim,https://www.icloud.com/shortcuts/8e7c44b8b812446ea08aa438116ae357,5905,15,4
320,朋友圈文字封面,社交,输入文字内容，即可制作一张「文字封面图」，支持文字大小、颜色、透明度等信息调整,小悟空,https://www.icloud.com/shortcuts/16f1449fdc274d96b9a8fef78226d034,1411,15,6
321,段友之家,工具,"非专业老中医告诉你
生活需要新鲜逻辑的刺激
例如段友之家这些脑回路清奇的神回复
让你的小脑袋轻松起来",Marin9090,https://www.icloud.com/shortcuts/6909754038bc417393052b669186eb23,1243,15,4
322,漫客栈,阅读,解析漫客栈部分内容，免vip看漫画。,花小醉,https://www.icloud.com/shortcuts/a5902f29a9994520ac1d721b63fd76a5,1868,15,7
323,搜图必备,效率,害怕收到视觉中国的律师函，该捷径已收录了六个资源丰富，质量高的图片网站，免费还可以商用，自媒体必备,仙中最靓仔,https://www.icloud.com/shortcuts/b959ccc0654845df8cd928f4e5dc8ffb,1366,15,1
324,翡翠台与明珠台直播-词典版,生活,,꧁IT Man꧂,https://www.icloud.com/shortcuts/25716509463b46d9adaf04598d1cfeae,616,15,19
325,固件助手,效率,支持所有型号类产品的固件查询、下载。支持查询固件验证通道开关情况，还可以下载beta版的描述文件,Rätsel der unsterblichen😎,https://www.icloud.com/shortcuts/02842b11a13d4b57aed10168a2ca812d,4205,15,7
326,最皮文字表情,娱乐,一键生成，保证你朋友不打死你的最皮文字表情,小悟空,https://www.icloud.com/shortcuts/66d360b670044af0aa1199f5a3396521,4003,15,4
327,搜多劵之拼多多,生活,iPhone苹果用户有福了，拼多多搜卷神器诞生了,孤独二道贩子,https://www.icloud.com/shortcuts/8154f6ce9c9440489c4d8709493847fe,1465,15,2
328,淘宝商品视频下载,工具,淘宝商品视频下载,orzcc,https://www.icloud.com/shortcuts/f174e159a60944e4ab7d13cdb3861cf6,5255,15,13
329,定时运行快捷指令,效率,利用提醒事项定时运行快捷指令,乐魂,https://www.icloud.com/shortcuts/0733b743aa7948cab7c90e77f09ac1db,871,15,14
330,快递查询 Pro,工具,自动提取快递单号，识别快递公司，几乎支持所有快递！,爱因斯坦,https://www.icloud.com/shortcuts/1cc7d52968f74ba2a5748efd12c0c958,2353,15,6
331,全民K歌,音乐,全民K歌音乐/视频下载,散步,https://www.icloud.com/shortcuts/406ea020ae5949fb8fa3d9de8d0087a6,1740,15,4
332,IFTTT,工具,这可能是配置略显麻烦 但是最强大的捷径规则之一,Ye Han,https://www.icloud.com/shortcuts/1d59d6fbfbf74775bde763563033839b,1472,15,0
333,Apple beta,工具,快速获取 iOS&watchOS beta 描述文件,于明浩,https://www.icloud.com/shortcuts/3de89b38e3684073a2e97ac682c76fa5,2932,14,16
334,3D 魔方,娱乐,在iPhone或iPad上玩魔方,Christina Campbell,https://www.icloud.com/shortcuts/ad62dd051afc4a428cf4e8e2e2ca9039,2395,14,4
335,书荒助手,阅读,简单、纯净告别书荒。,花小醉,https://www.icloud.com/shortcuts/35780ccfe05e4ecbb528ba264f8963c4,2001,14,9
336,每日签到,效率,淘宝，京东，支付宝，微博签到,春暖花开,https://www.icloud.com/shortcuts/b720eb6860a64ec9a1439a5c853341d8,1816,14,8
337,支付宝微信装X神器,娱乐,支付宝、微信任意金额收款提示音装X神器,Mr.盘,https://www.icloud.com/shortcuts/74ac09856e164a9e9e369c75e516a6d9,2091,14,5
338,重启手机,工具,一键重启手机【iPhone 7以上机型有效】嗨Siri，重启手机,Marin9090,https://www.icloud.com/shortcuts/2cd9fa230cf744538ab8934f7857e25b,3875,14,30
339,两点一线,生活,基于【车来了】，查询实时公交信息，加入收藏，方便以后查询,Persipa,https://www.icloud.com/shortcuts/bb6f47a8ba804713a33a14f3472ab3a3,2091,14,19
340,中文分词,工具,类似大爆炸，看视频演示！,Bucket,https://www.icloud.com/shortcuts/f18d4fc534e44ec7ad8923470d17a5f7,703,14,5
341,微信API植入捷径——二维码生成,工具,将微信支付和加好友的功能加入捷径（建议先看视频后操作）,꧁IT Man꧂,https://www.icloud.com/shortcuts/a2629c3df4fc443a986c8d40057fcd97,411,14,0
342,多格式转换,工具,一款多媒体格式相互转换的捷径,理查德•帕克,https://www.icloud.com/shortcuts/ae5adb5092b74b96afcd3fb80cf71e47,738,14,4
343,钉钉打卡,效率,一键钉钉打卡，可配合钉钉自带的极速打卡，效率翻倍,倒插的草人,https://www.icloud.com/shortcuts/2d177bc8d993464b9b4eace9d6073a72,2040,14,11
344,打开网易云歌单,音乐,,Alen,https://www.icloud.com/shortcuts/ecee1485227b4c2498662af5fb9d8f37,1998,14,14
345,App Store 欲购清单,效率,iOS11以后App Store取消了欲购清单功能，这个捷径可以弥补这一功能。,Kim,https://www.icloud.com/shortcuts/aebd9f254d8f4ad2beb9626dc27843f0,1140,14,7
346,酒吧骰子🎲,娱乐,如题，一个利用随机数来玩酒吧骰子🎲的捷径～,FAN Yu,https://www.icloud.com/shortcuts/fe72f199b28447b38373fd86927c54bd,2421,14,14
347,订阅号,社交,脱离微信关注查看公众号。复制口令“全部取关”到剪贴板运行捷径即可一键取关全部公众号,黑悟空,https://www.icloud.com/shortcuts/9a719cbb9fcd4047a0c4c54403a5f9a7,1190,14,18
348,圣诞帽,娱乐,🧓快来用圣诞帽装饰你不一样的圣诞节吧,小悟空,https://www.icloud.com/shortcuts/ec632d0717c742daa6d3dd8614c39edf,643,14,10
349,网易云封面／音乐下载,音乐,网易云音乐 - “云村”世界，触手可及,꧁IT Man꧂,https://www.icloud.com/shortcuts/af76d39456d94d609017456ecaa57d8a,1688,13,26
350,京东商品近期价格,生活,"查询京东商品历史最低价和最高价
使用过程中有问题或者好的建议欢迎联系
qq2047828093",静静,https://www.icloud.com/shortcuts/7d658a1778e34b6a8c8e76f37c912b47,1695,13,4
351,万能の剪切板,效率,简单！快速！清晰明了的剪切板📋,SteSen,https://www.icloud.com/shortcuts/cfefc2bb5a204c7b8e403fa322c6bffd,743,13,11
352,开始会议录音,工具,一键录音，然后保存至手机,大先生,https://www.icloud.com/shortcuts/b1421b6248c642a3a9c1d0b3ac7324b6,1428,13,2
353,CCTV直播iOS13专用VCard版,娱乐,CCTV电视直播Made For iOS 13,꧁IT Man꧂,https://www.icloud.com/shortcuts/96417ccca33f44c98af1e0672b4fe402,1953,13,7
354,更全面·车来啦实时公交（iOS13专享）,工具,【持续更新】会与iOS12版本同步更新！,Donald Z.,https://www.icloud.com/shortcuts/0a4c40b660854c57b5ae88ac5c352404,1578,13,51
355,车停哪了,生活,记录停车信息，快速找到车位和查看停车时长，或将车位信息分享给朋友,Kim,https://www.icloud.com/shortcuts/19047dfcd95f412ebfc63021a83bfde6,1089,13,10
356,百度网盘自由下 Alook 版,工具,百度网盘自由下 Alook 浏览器专用版捷径，其他用户请使用普通版。,乐魂,https://www.icloud.com/shortcuts/43ccc68b98c74604a069671e032b0f3a,1547,13,9
357,阅后即焚,工具,快速生成一次性文件访问链接～,Veritas,https://www.icloud.com/shortcuts/b4b2725d54f14cec8bf3b87d3d2c879a,887,13,4
358,微博视频图片下载,工具,支持微博与国际版微博，视频与图片全解析,爱因斯坦,https://www.icloud.com/shortcuts/01f8c7d402314cd69d82f4ae2793eb18,8904,13,3
359,随机动漫壁纸,阅读,,康晓锋,https://www.icloud.com/shortcuts/f8a1bfb25e3b46f8ba49f2dda7347a7f,713,13,0
360,文字时钟,娱乐,抖音上网红的文字时钟捷径版本,Kim,https://www.icloud.com/shortcuts/d97244f8a8704944ad161e472ebf1e63,1259,13,3
361,早上好☀️,生活,精简早上报时、天气、日程，自动播放网易私人FM,SHUTDOWN,https://www.icloud.com/shortcuts/2bcda81735aa414f85e6040a13b090d9,2640,13,8
362,集成工具箱,工具,,176****8364,https://www.icloud.com/shortcuts/7348c05ef4c0426bab5bdcf91661622b,627,13,12
363,Telegram修改语言（简中/繁中）,工具,,꧁IT Man꧂,https://www.icloud.com/shortcuts/09d026a726fe4ff6bf5efd96c2017269,566,13,5
364,食物热量(卡路里)查询,生活,查询各种食物饮品的卡路里、蛋白质、脂肪、碳水化合物的含量,mappo,https://www.icloud.com/shortcuts/7adc581c0e9142aeaf59fc3bf0dc8e9d,1395,13,0
365,Apple 官网质量计划,工具,"Apple 苹果官网推出的产品质量计划。涵盖众多产品。Mac,iPhone,配件都有。果粉必备。",iGeniusMac,https://www.icloud.com/shortcuts/731c75ed77fd4a159d7f6ca20f65ced7,1005,13,0
366,QQ 音乐,音乐,一键播放QQ音乐,You,https://www.icloud.com/shortcuts/a434199e46f740008e8494555a5365e3,3225,13,4
367,Pinterest下载器,工具,Pinterest图片下载,黑悟空,https://www.icloud.com/shortcuts/18df280aa0a24b18ac1c4aac2e140b5f,1663,13,6
368,两步查快递👌🏾,效率,第一次使用仅需两步即可 并且附带历史记录功能（需iCloud）,氵罙,https://www.icloud.com/shortcuts/802f29e3b81a4289b10fb046be008efa,1138,13,8
369,快捷指令List,工具,可为你的负一屏，至少再添加十个以上的快捷指令,小悟空,https://www.icloud.com/shortcuts/87e9779a853041bdb9e6dca74d39adf8,2493,13,20
370,MCC查询,工具,通过POS机签购单查询商铺类型及积分情况，用于养信用卡,Kim,https://www.icloud.com/shortcuts/74e7ca76c9e64aabbdebd4d3f3e0ed07,368,13,2
371,休假推算,工具,计算休假日期或时长，HR必备,x.xiāo,https://www.icloud.com/shortcuts/4fe4f015f24d407983091c30f120e06c,1016,13,1
372,一键发鸡汤,社交,一键生成鸡汤文（中文+英文），图片使用当日必应壁纸。,小悟空,https://www.icloud.com/shortcuts/a31e06c2c4f949318c40f2fee7986e48,3519,13,5
373,公积金推算税前工资,生活,通过公积金推算税前工资,kory,https://www.icloud.com/shortcuts/aa9b6d3608ac40e5b7f579d75cefd940,596,13,4
374,一言小盒子,阅读,动漫也好、小说也好、网络也好，不论在哪里，我们总会看到有那么一两个句子能穿透你的心,小悟空,https://www.icloud.com/shortcuts/9ac67c4d379d4bdfb992c2ffa54e1774,3321,13,4
375,网购历史价格查询 ,生活,,Jet Lee,https://www.icloud.com/shortcuts/c1eda93be18f4993893cbec4af8a6ab3,2637,13,2
376,阿里小号（极速版）,效率,阿里小号的正确打开方式，突破发送106短信的限制！,摆柿阔落,https://www.icloud.com/shortcuts/e3a806cfa90e4efc9f131465cb82fa2e,1716,13,1
377,时间戳相机,工具,可一键拍摄带有时间戳的照片,小悟空,https://www.icloud.com/shortcuts/372d5f3cbe0f4ec7ae23affd3b48cf35,1724,13,10
378,Markdown•剪藏,效率,将 Safari 网页以Markdown形式保存到任意Markdown软件,Veritas,https://www.icloud.com/shortcuts/4fdce0c4bcb14aa996b67e046c869030,376,13,4
379,薅羊毛,娱乐,先定一个小目标，每天薅羊毛（内容来自小刀，持续更新）,黑悟空,https://www.icloud.com/shortcuts/1349f1f56b0a4314ad28740a24e0e525,2094,13,0
380,游戏勿扰,工具,配置好游戏以后，点击即可打开勿扰模式并运行游戏,小悟空,https://www.icloud.com/shortcuts/466a715e72784ed1ae7bede7c6c34e22,1291,13,3
381,获得播客订阅RSS,工具,快速地从喜马拉雅、荔枝FM、蜻蜓FM、网易云音乐电台、苹果播客、Youtube 获取 RSS 地址,任平生,https://www.icloud.com/shortcuts/68dd21fb8801402f816fdc338109a63e,2033,13,3
382,农历查询,生活,查询当前日期或指定日期的农历相关信息,24Says,https://www.icloud.com/shortcuts/a9c14a058f5d4e4f865decaeda19a2d8,1789,13,14
383,相册管家Lite,工具,相册管家Lite版，简约而不简单，为你的相册管理提速,小悟空,https://www.icloud.com/shortcuts/5a7bb33411ed40788ebee247a231c51c,1177,13,0
384,斗图表情包,娱乐,简单好用的斗图「快捷指令」，斗图致胜法宝,小悟空,https://www.icloud.com/shortcuts/daf7c10e47084fbfa9452bd6c42eb80b,2325,12,0
385,搜多劵之淘宝,生活,iPhone用户又有福了，淘宝神器诞生了,孤独二道贩子,https://www.icloud.com/shortcuts/076ad2f19b3f476296e336120345e8df,6791,12,1
386,AppleARGetter,娱乐,不花钱拥有 iPhone 11 Pro 和 许多新产品！,Antcuts 蚂蚁捷径,https://www.icloud.com/shortcuts/db0933ffb7b74a69b33d51584bdd481c,1800,12,15
387,Unicode微信聊天加密,工具,微信聊天加密，可以用微信自带翻译解密,Nicolas-kings,https://www.icloud.com/shortcuts/c5f089016986433aac518a3466baa056,1094,12,9
388,查询软件信息,工具,支持获取 App 图标、iPhone 截图、iPad 截图，翻译内容提要和最新动态,色彩Dmmi,https://www.icloud.com/shortcuts/8461417239674e0cb2d0c337f83a3ea6,407,12,3
389,夸人宝典,工具,别人一夸我，我就担心，担心别人夸得不够,小悟空,https://www.icloud.com/shortcuts/5454c2ed0d144983b14a3c6c6cc3a7f2,5169,12,6
390,文字表情包,娱乐,输入几个文字后，即可生成文字表情包,小悟空,https://www.icloud.com/shortcuts/34b3caf98b3544568d72437dcc02a9c0,967,12,3
391,快撩TA,社交,想不想撩附近的小哥哥、小姐姐，快来试试吧,大先生,https://www.icloud.com/shortcuts/755b3e4701f142ca9178acf465f44ba1,3046,12,2
392,热映电影,娱乐,查看最近热映猫眼电影，仿猫眼主题：显示电影图片、简介和预告片,mappo,https://www.icloud.com/shortcuts/83e7349d4848474ba7a46bc808cc0acc,1596,12,5
393,雷兔兔跑分,娱乐,通过一套算法对CPU整体性能以及数据存储I/O的性能检测【跑分排行榜上线】,Marin9090,https://www.icloud.com/shortcuts/759c140ecebd4aaa960721e22f6e9e47,1522,12,32
394,生成桌面快捷方式,效率,将微信/支付宝扫一扫、支付宝收款/付款码/乘车码等动作直接生成图标并添加到桌面,CB,https://www.icloud.com/shortcuts/8941cfdfc617427295b08e0eba0dd1f5,3172,12,15
395,自由排列桌面图标,工具,将你的设备桌面应用图标任意摆放,DC,https://www.icloud.com/shortcuts/8a5ad131a9bb4360b72b68eaf7c12ffe,4604,12,6
